"Frame","ROI0","ROI1","ROI2","ROI3","ROI4","ROI5","ROI6","ROI7","ROI8","ROI9","ROI10","ROI11","ROI12","ROI13","ROI14","ROI15","ROI16","ROI17","ROI18","ROI19","ROI20","ROI21","ROI22","ROI23","ROI24","ROI25","ROI26","ROI27","ROI28","ROI29"
114,34.425,56.662,63.9,38.547,59.81,74.288,39.45,52.091,55.676,27.652,57.125,57.493,51.784,46.373,35.619,45.167,41.484,34.183,36.794,76.269,119.262,53.236,54.138,31.886,41.833,38.222,48.197,55.75,59.345,54.736
115,34.638,50.875,59.8,36.547,49.143,83.788,42.933,51.477,52.147,34.584,87.698,60.08,63.027,49.412,38.179,40.833,49.688,36.793,65.794,68.654,105.639,53.972,57.888,31.023,39.438,33.75,45.59,56.235,59.879,53.833
116,37.112,46.188,59.9,37.766,41.905,76.346,47.3,52.727,46.294,37.573,81.75,51.933,57.027,41.235,38.512,43.854,78.172,35.232,83.471,56.404,106.344,57.764,49.862,31.545,51.875,38.278,46.213,49.309,56.172,48.153
117,37.938,47.188,60.217,42.875,55.857,83.231,44.7,54.75,54.5,32.899,69.458,51.213,64.676,42.157,36.964,44.917,73.422,37.134,96.147,50.481,82.082,60.347,49.088,33.705,41.958,43.056,54.574,51.147,55.328,47.764
118,39.537,49.05,66.267,39.328,55.048,81.192,40.2,54.955,53.765,38.36,63.479,58.267,58.865,46.843,37.214,46.75,82.031,35.61,69.794,52.423,74.59,55.25,49.4,34.136,42.042,47.611,49.689,41.809,61.672,48.75
119,35.213,70.7,56.983,40.234,87.143,88.365,44.55,53.409,52.5,37.528,71.594,57.213,65.568,44.294,38.476,46.271,77.047,40.488,56.471,48.346,63.066,54.375,47.275,32.318,36.375,39.361,53.016,46.779,57,47.222
120,38.65,71.3,54.667,36.984,92.476,76.577,42.85,52.114,56.235,38.09,69.906,58.2,54.811,39.588,37.631,43.417,64.703,38.183,44.882,51.788,69.328,54.528,45.763,34.568,36.625,38.806,53.213,48.809,53.069,47.625
121,38.338,71.825,56.733,38.141,112.762,81.365,46.017,50.682,47.088,36.292,58.99,52.173,65.595,48.471,37.702,42.875,64.781,38.768,47.382,52.808,61.197,53.25,42,33.705,41.792,42.5,43.164,50.603,56.759,49.292
122,40.612,59.612,61.75,40.188,126.571,80.519,82.117,58.295,51.471,32.326,58.615,54.32,58.649,47.804,37.595,48.521,54.016,33.256,46.765,52.769,58.016,57.389,38.213,37.636,63.625,37.444,52.508,44.015,59.931,48.458
123,35.987,55.912,59.05,51.281,99.429,87.269,94.233,52.159,50,31.629,59.729,59.867,59.027,42.294,33.94,46.938,47.672,34.012,41.294,55.808,55.41,56.083,51.812,35.818,46.833,46.028,56.557,51.103,62.5,48.708
124,38.925,79.325,62.883,85.625,111.667,82.654,87.533,57.659,53.941,32.483,65.271,57.84,62.946,43.902,35.905,43.521,49.016,33.744,42.176,44.5,57.41,52.542,42.263,30.886,51.854,43.833,62.836,48.162,56.897,49.208
125,33.75,81.1,57.333,64.641,113.238,79.462,73.7,49.25,48.265,32.933,61.531,56.587,64.189,44.686,35.905,35.896,39.078,35.427,37.735,45.923,64.639,62.514,41.888,33.636,43.771,37.944,54.934,47.735,49.31,49.597
126,36.575,72.113,61.417,57.266,114.857,83.038,63.467,54.273,62.088,36.775,63.875,59.933,57.622,42.176,33.667,39.896,41.891,35.366,39.618,51.442,67.492,57.403,43.75,45.159,39.333,37.472,44.869,51.338,58.483,53.75
127,42.45,65.275,54.867,90.031,134.286,78.077,53.15,52.795,57.471,33.427,64.427,54.987,60,49.471,33.917,42.562,47.75,40.293,39.353,51.404,60.115,57.875,45.125,61.977,41.896,44.667,47.803,49.559,51.517,48.083
128,41.787,48.45,55.55,76.391,115.857,81.173,48.4,48.364,45.735,38.135,63.292,56.507,57.216,46.235,42.845,44.208,37.688,37.549,37.265,50.192,62.295,55.528,46.838,55.864,55.312,37.972,55.344,47.265,62.224,50.139
129,36.375,48.525,58.05,64.312,124,82.962,44.05,52.727,50.647,36.371,53.385,51.987,54.757,39,35.012,43.875,39.047,36.829,34.029,50.481,62.705,54.542,46.675,58.477,70.271,39.833,53.738,49.882,54.966,56.736
130,39.088,46.237,55.65,49.594,128.095,75.154,42.667,53.409,52.676,36.225,59.281,55.253,65.514,50.608,36.393,44.125,40.844,37.744,28.853,48.442,60.279,55.222,48.075,55.455,68.083,48.778,55.082,46.382,57.966,43.333
131,37.838,42.7,61.467,49.234,118.667,73.423,84.383,49.545,58.853,34.966,58.323,60.627,61.27,46.176,33.417,42.208,38.344,39.427,41.118,54.481,55.377,53.306,42.275,38.159,57.375,37.778,50.082,48.441,56.138,48.389
132,65.662,72.963,49.9,49.188,106.381,79.692,104,58.273,47.912,33.966,55.24,59.16,60.784,45.784,38.845,41.479,41.469,38.549,32.029,62.212,59.393,54.847,47.188,44.273,48.688,52.556,51.721,47.382,55.414,47.972
133,85.775,77.875,61.617,46.516,104.571,82.269,109.217,48.364,46.353,35.573,62.885,49.773,56.541,45.667,34.274,36.688,42.672,38.451,31.147,59.846,66.098,62.375,39.612,33.932,45.458,45.75,63.131,50.897,54.845,53.819
134,85.488,70.262,62.933,43.125,83.476,84.654,94.617,57.091,52.706,38.034,60.104,57.76,58.919,49.471,38.964,51.812,42.797,33.122,38,63.538,73.656,58.458,43.838,36.977,40.125,49.556,46.23,49.926,53.431,46.931
135,62.888,60.938,62.717,42.547,78.143,78.904,76.567,56.727,49.647,32.753,61.979,56.853,58.027,43.157,35.167,35.708,39.234,37.5,35.382,80.692,69.656,53.306,48.237,33.386,39.646,39.389,48.852,46.426,59.224,45.486
136,59.963,58.775,69.633,51.938,90.952,83.904,69.5,56.114,48.441,35.652,61.083,56.653,63.568,50.922,37.94,48.688,41.781,33.549,25.618,70.635,67.803,52,43.375,31.295,36.688,42.389,51.574,46.176,58.414,51.431
137,46.45,46.188,74.35,38.969,88.381,94.808,60.35,50.25,51.118,40.213,58.458,57.787,53.649,61.275,42.107,42.75,40.656,36.049,29.265,60.192,73.098,53.917,44.45,26.932,39.979,41.944,49.197,49.368,58.534,46.444
138,49.037,47.2,73.917,41.844,84.19,87.827,44.15,57.295,53.206,43.506,61.865,53.693,61.946,58.373,33.869,42.646,41.969,40.037,32.059,56.942,85.246,55.667,40.562,40.75,38.833,45.139,56.623,44.279,66.466,46.792
139,40.963,49.812,68.4,43.312,64.952,85.096,49.533,47.932,40.559,37.517,61.146,53.773,61.919,46.333,38.571,45.812,34.375,37.378,32.912,53.808,96.23,53.903,38.662,34.545,35.604,40.278,66.689,47.706,67.5,41.847
140,45.688,49.95,65.65,52.203,63.905,75.846,51.167,54.045,59.765,34.36,60.312,55.227,58.757,51.804,39.024,44.271,40.156,36.5,35.324,56.442,109.885,49,45.963,29.614,31.042,46.778,59.574,51.471,64.655,51.486
141,38.575,72.438,67,49.984,73.81,88.173,46.583,50.75,51.206,47.258,60.01,58.453,61.676,46.765,38.786,56,39.094,34.5,28.353,47.596,106.967,60.722,47.6,47.25,43.917,50.444,66.82,44.662,64.121,47.792
142,39.275,72.537,66.517,48.719,66.571,86.769,45.517,48.136,51,52.899,61.99,59.627,57.243,59.176,35.631,43.75,39.984,34.841,32.559,50.25,85.984,54.486,41.888,54.114,54.042,38.667,59.049,47.882,72.224,48.569
143,36,65.438,68.517,46.172,70.238,87.288,43.95,56.205,57.559,47.528,61.135,56.987,53.622,87.412,36.524,44.625,34.578,34.244,33.735,55.231,79.23,54.972,47.338,50.114,60.312,39.389,53.934,48.529,67.397,51.681
144,37.688,74.988,55.467,38.812,62.524,77.135,41.8,55.091,43.706,47.213,61.083,59.187,58,71.745,37.69,45.604,35.797,36.854,38.706,51.115,69.885,46.917,39.438,46.636,51.896,41.056,59.787,49.647,67.103,57.5
145,34.975,68.425,61.117,45.422,77.952,80.596,45.117,56.523,51.765,46.247,57.75,51.653,55.135,61.392,35.81,49.417,35.594,35.354,30.971,60.712,66.869,59.639,41.35,46.682,54.125,43.861,51.377,52.279,69.224,50.264
146,38.438,59,61.017,45.469,68.476,77.558,39.317,53.886,54.853,37.742,55.26,58.093,54.757,47.843,34.262,41.833,36.875,37.707,34.794,61.038,65.033,54.083,50.838,52,45.396,44.722,61.279,50.412,60.724,52.333
147,36.875,62.725,52.7,41.641,50.667,86.25,48.767,51.023,47.5,38.27,58.24,63.373,57.27,49.549,32.012,38.5,35.422,33.732,86.971,64.308,65.426,55.722,46.275,47.523,39.083,45.889,56.41,52.309,53.862,48.319
148,42.938,47.95,57.5,45.234,52.714,77.385,41.55,50.886,56.676,38.933,58.219,53.667,59.054,50.863,34.952,49.938,46.547,30.268,85.176,71.731,66.672,56.472,45.838,38.182,37.917,36.861,51.033,47.353,52.603,50.722
149,75.175,48.15,81.55,41.531,62.905,95.538,40.067,53.25,55.5,35.809,98.26,56.16,57.703,49.098,35.071,66.354,43.359,38.049,69.853,65.231,63.016,66.097,40.075,32.273,39.271,34.861,50.328,48.441,67.362,53.861
150,85.488,44.15,89.617,46.156,44.952,105.269,41.9,53.591,49.441,34.933,108.469,60.267,53.73,47.039,37.321,69.5,39.109,42.463,60.912,61.904,59.508,54.833,43.6,36.818,45.562,40.667,53.672,49.603,58.707,53.194
151,74.738,41.45,88.75,46.359,58.714,118.288,40.517,57.545,49.324,36.382,108.677,60.293,57.838,49.549,37.476,68.562,42.859,36.5,58.235,58.673,55.033,55.306,57.162,38.295,40.042,39.583,60.59,54.353,52.5,56.403
152,68.85,68.062,79.417,46.844,54,104.75,42.533,50.386,56.412,38.191,100.438,57.307,58.541,54.529,34.119,60.188,43.969,37.707,36.794,54.192,60.672,54.361,73.662,47.75,36.875,41.611,54.18,43.882,58.448,52.875
153,58.162,70.537,84.533,44.031,54.476,102.365,43.4,51.5,51.235,38.899,85.104,56.413,57.081,52.804,33.44,55.604,42.172,36.537,43.471,51.5,67.754,56.181,75.05,49.909,53.688,38.056,60.951,43.412,58.379,49.667
154,48.463,69.562,73.517,45.297,45.857,102.154,47.617,59.023,49.794,37.36,74.594,58.533,53.784,48.039,37.476,42.229,32.688,31.841,42,54.558,60.492,57.625,69.863,46.091,47.75,38.333,57.705,50.868,55.983,47.722
155,45.487,57.5,75.317,45.891,57.571,90.596,46.883,55.909,52.412,36.067,65.823,56.693,57.297,56.294,34.25,44.958,42.203,33.573,37.235,38.25,67.115,56.167,60.7,56.068,44.771,39.5,49.967,47.235,63.19,47.278
156,44.025,61.463,65.233,49.281,58.238,88.942,47.033,52.886,53.529,35.079,67.562,51.453,59.027,43.235,31.857,37.792,42.5,37.622,35.529,57.712,50.934,55.444,67.188,43.341,45.75,40.722,50.557,47.147,60.759,55.667
157,41.975,50.463,69.683,43.594,50.762,89.904,50.533,55.864,49.853,37.697,64.49,59.253,53.919,46.627,34.214,43.812,42.266,37.524,35.088,56.75,58.738,53.903,62.15,42.318,41.729,38.389,50.459,52.779,54.552,43.931
158,43.55,46.312,59.483,43.078,58.476,79.769,60.717,51.273,46.824,37.157,65.375,57.76,62.081,51.51,36.25,42.708,41.734,37.476,39.971,51.962,56,51.903,59.888,45.068,39.354,40.333,53.098,48.985,56.379,57.708
159,45.75,48.938,63.6,42.234,50.095,85.519,88.767,47.591,50.647,52.315,59.615,49.947,53.162,39.765,38.393,46.688,42.578,39.122,31.147,53.788,64.82,58.792,48.263,45.455,53.667,46.25,59.967,45.985,55.069,50.056
160,40.525,44.425,64.233,39.453,55.905,83.942,113.3,59.045,55.559,44.933,63.719,53.8,58.892,43.725,35.214,40.354,36.047,36.817,43.206,57.115,58.197,56.514,49.875,44.045,47.708,36.333,48.787,46.309,57.879,46.208
161,43.838,44.95,60.417,43.312,46.571,80.288,86.733,48.682,43.412,45.528,65.562,54.387,57.568,47.176,35.19,48.521,41.328,36.939,32.912,52.077,59.213,55.139,46.75,40.432,43.792,36.389,47.033,49.515,60.759,49.722
162,43.362,42.125,72.383,44.062,51.571,96.538,75.917,63.545,45.706,38.876,70,51.92,63.486,49.196,35.405,47.688,37.125,36.061,73.265,64.173,58.377,57.639,43.35,51.409,46.271,37.444,54.885,51.515,60.069,43.639
163,38.638,46.35,63.05,48.797,44.762,88.769,64.367,63.182,53.559,38.573,66.833,61.56,57.297,46.98,33.798,48.021,36.812,39.951,92.588,62.346,53.098,57.361,52.575,59.75,42.021,46.833,54.197,48.574,60.172,48.875
164,40.5,43.625,65.283,42.203,65.619,89.019,62.65,53.295,54.412,37.584,67.427,58.333,58.649,46.294,32.845,45.979,36.156,36.707,96.029,55.25,59.557,57.083,48.838,53.114,51.229,33.222,53.426,47.574,53.776,55.111
165,37.275,42.713,60.533,44.578,52.286,84.769,58.3,47.318,52.118,37.494,65.302,58.773,54.595,58.843,32.571,47.562,42.328,33.451,76.471,55.077,62.607,57.278,46.6,49.432,52.292,38.306,54.131,53.382,59.569,53
166,34.675,46.263,63.417,46.719,50.19,85.654,49.717,62.273,45.235,33.225,64.302,58.16,53.189,50.608,38.81,42.583,43.266,34.988,56,54.981,59.902,58.333,43.888,36.795,43.521,42.806,58.115,48.838,51.517,43.542
167,38.575,48.7,60.583,43.312,61.143,83.404,45.317,71.75,38.471,37.292,68.958,50.52,57.135,55.412,37.429,42.833,38.234,38.659,54.324,50.923,58.279,57.542,49.088,38.909,40.521,39.222,62.656,46.735,62.431,51.319
168,71.363,42.15,62.917,63.125,50.19,77.423,42.25,72.455,50.971,35.899,61.74,53.307,53.973,51.922,37.786,46.875,38.656,33.561,44.382,59.346,52.705,58.639,44.463,35.75,42.062,46.056,50.066,45.176,55.534,55.903
169,93.312,48.7,62.5,89.469,44.143,74.423,45.017,66.159,52.765,35.067,59.156,55.187,58.541,44.529,32.964,41.042,41.891,33.549,42.118,50.269,54.951,51.306,37.112,34.523,45.708,39.833,56.459,49.603,63.241,51.972
170,92.137,47.588,55.433,77.438,47.333,82.538,36.05,63.909,39.382,35.865,60.052,53.2,55.757,46.961,36.821,42.625,34.375,38.049,35.235,46.962,57.525,55.736,41.7,42.932,42.333,42.25,56.18,53.265,60.121,46.597
171,87.1,38.638,63.55,65.312,43.429,87.115,40.4,59.886,52.382,37.719,63.823,53.72,61.459,59.569,35.69,36.646,36.125,34.78,34.971,54.75,51.902,55.667,38.812,31.977,43.312,43.028,51.77,50.676,66.793,49.333
172,76.463,42.575,59.283,60.234,51.619,79.231,45.083,60.114,54.382,35.831,70.896,57.08,57.297,50.216,35.333,39.521,33.172,39.317,34.912,54.481,59.426,56.75,45.612,31.545,41.146,38.139,56.131,47.882,58.655,42.514
173,64.887,45.45,55.917,47.484,39.857,79.077,44.467,58.818,55.294,29.944,64.438,56.587,59.649,53.804,34.869,38.312,39.281,33.622,35.559,66.462,61,50.611,44.963,30.818,37.521,41.528,63.984,53.176,49.586,52.847
174,60.763,74.488,59.767,47.203,54.381,89.904,42.233,54.273,43.441,37,61.5,52.693,59.054,50.392,35.226,42.875,38.891,37.451,30.529,58.827,61.049,52.944,42.25,33.318,42.583,45.222,58.459,48.662,52.793,47.056
175,48.525,67.475,60.533,49.047,51.524,83.981,39.65,66.727,46.206,36.966,68.198,56.48,61.135,51.157,31.107,42.312,49.484,34.939,34.706,58.481,56.934,57.347,46.275,33.864,39.042,41.528,64.82,51.882,58.931,44.875
176,40.3,61.725,67.9,46.188,54.81,82.712,41.467,51.545,52.588,35.427,97.229,54.787,66.676,46.176,36.821,38.542,40.672,36.39,28.5,69.827,55.607,51.542,41.6,59.886,39.542,39.472,57.295,50.912,61.034,52.056
177,42.475,61.875,62.433,47.375,74.571,85.942,45.783,53.205,47.529,32.045,100.698,54.107,62.108,51.824,34.583,46.708,38.922,35.476,36.529,56.231,56.803,59.361,48.162,56.477,39.312,41.472,55.541,50.147,54.241,47.694
178,46.6,61.075,59.617,46.266,69.571,84.865,40.083,54.432,47.471,34.157,92.875,58.253,54.946,43.941,35.536,43.208,37.875,35.329,42.559,62.462,57.295,54.417,42.95,41.955,40.354,38.111,60.361,45.662,60.621,49.042
179,40.5,59.213,60.8,48.375,66.048,80.885,42.367,51.409,49.235,35.764,116.75,57.733,64.649,47.412,35.405,46.708,35.188,36.707,75.853,66.288,58.885,56.25,44.088,52.205,36.125,36.639,54.18,49.074,61.448,49.042
180,36.325,79.338,64.217,41.297,63.19,78.115,42.717,61.136,55.5,37.135,114.583,60.867,55.27,52.843,34.429,48.646,38.375,31.512,69.559,57.692,56.328,61.736,45.4,48.25,61.229,41.222,55,44.191,58.328,46.028
181,36.425,70.55,80.633,43.031,50.762,94,43.767,57.068,56.529,34.348,103.969,61.4,65.027,50.686,37.536,51.833,42.047,36.183,61.676,56.115,57.82,49.5,40.325,41.432,50.312,42.444,53,45.853,59.966,53.625
182,34.763,79.975,81.8,39.484,70.381,110.654,39.217,54.886,49.412,32.461,97.969,56.413,67.811,55.627,36.357,41.75,33.172,33.463,55.853,62.423,59.525,54.639,48.9,37.386,40.104,41.306,56.213,42.706,61.638,50.569
183,35.9,74.325,86.717,46.922,58.524,112.635,46.9,61.114,50.353,31.73,84.51,55.867,60.081,45.392,33.321,47.438,41.688,35.671,45.941,63.346,57.246,52.736,43.6,29.636,44.167,29.917,57.721,48.794,49.224,47.556
184,41,58.65,92.05,41.938,52.429,109.231,37.85,57.568,58.941,33.461,78.062,54.493,63.432,51.039,29.595,43.458,34.812,31.537,53.235,49.212,53.033,57.236,43.425,35.545,44,40.028,46.738,46.706,56.483,50.556
185,79.512,52.188,90.383,40.812,56.667,103.904,43.1,66.614,44.647,28.629,66.354,51.573,56.703,48.725,37.476,41.729,42.641,32.878,85.206,54.231,66.852,58.306,42.062,31.864,45.896,28.611,54.23,42.985,52.569,48.389
186,97.062,52.325,84.917,46.766,77.905,106.346,38.35,56.932,53.676,36.955,67.635,55.08,66.162,48.235,34.869,42,41.875,34.793,95.441,57.442,54.328,55.861,43.85,32.705,62.792,34.639,57.607,46.294,49.414,55.125
187,91.025,46.6,69.917,43.719,82.714,109.885,40.25,52.682,60.706,37.539,55.792,56.68,64.216,46.294,31.012,49.958,42.516,39.122,73.265,58.231,61.705,52.597,42.475,22.114,51.521,40.25,56.262,48.971,49.759,50.75
188,76.988,45.963,68.967,43.797,70.143,94.462,37.433,59.818,45.441,32.708,65.656,55.413,56.297,46.922,34.69,60.979,37.891,32.305,63.176,55.519,61.623,59.375,47.612,30.727,51.646,36.25,54.475,47.676,55.103,45.444
189,68.588,44.925,65.817,45.688,66,105.981,42.917,46.932,43.559,35.225,65.667,55.627,60.676,49.039,35.143,76.167,41.312,35.561,58,50.75,58.672,62.014,39.513,35.818,46.312,29.056,54.246,45.382,50.931,49.875
190,57.888,48.375,67.667,44.812,72.286,88.077,42.05,51.455,49.676,32.326,58.146,54.707,51.135,48.725,32.869,62.458,45.344,35.317,52.559,50.481,58.033,57.361,44.525,27.705,48.521,32.083,55.557,48.294,62.328,46.556
191,59.787,73.45,66.167,48.172,64.667,92.212,42.15,50.795,52.059,38.022,70.521,52.6,51.486,49.549,37.726,51.75,39.109,30.11,36.912,48.327,56.115,56.069,45.037,32.227,43.375,33.167,49.23,52.956,55.052,45.389
192,48.425,80.738,66.6,49.266,52.286,83.865,38.833,52.864,47.824,36.449,67.385,56.067,54.351,41.902,40.929,45.604,36.016,34.89,37.441,49.981,58.623,53.833,43.662,31.864,56,40.778,59.967,43.676,58.483,43.778
193,52.125,71.75,65.183,43.562,56.571,83.788,41.2,50.682,45.706,34.427,69.667,56.84,50.865,50.98,36.417,50.604,37.125,34.585,27.529,54.154,60.77,53.653,42.9,27.091,55.625,31.889,54.525,40.294,61.638,46.569
194,46.525,63.675,65.017,39.734,61.667,88.077,45.017,51.955,50.147,35.157,64.083,52.347,50.595,51.451,31.083,50.812,39.828,36.402,31.735,55,58.738,60.375,37.55,31.886,53.854,37.139,51.459,52.706,59.19,44.583
195,37.438,61.513,70.45,42.141,56.238,88.596,38.783,53.364,45.059,30.719,67.427,52.067,54.351,40.255,33.869,49.438,39.969,36.573,36.235,68.923,57.885,60.125,45.4,28.841,40.167,38.806,59.492,42.912,54.897,45.389
196,43.525,74.537,60.183,41.312,64.238,75.019,42.133,60.75,53,31.169,63.635,48.067,64.649,46.627,32.988,52.958,34.156,33.829,31.412,64.75,58.475,60.972,47.425,32.068,43.208,35.139,57.459,49,57.862,47.597
197,36.625,77.775,62.533,42.188,85.571,86.519,41.583,58.955,51.588,32.157,67.656,52.52,53.703,44.51,35.131,41.417,37.156,38.012,34.882,62.212,54.902,55.792,47.112,27.705,43,38.444,53.492,49.294,60.362,51.306
198,41.487,69.2,65.633,41.812,90.571,90.731,31.55,49.477,48.441,33.562,63.958,57.28,66,51.627,38.226,46.354,36.234,30.841,33.676,54.712,53.754,60.972,36.237,27.932,42.083,40.139,54.623,44.338,59.328,49.597
199,35.125,70.675,57.25,40.906,96.619,94.846,38.9,50.205,39.676,33.393,62.323,51.52,60.243,42.275,34.417,51.688,50.906,35.049,32.412,54.846,55.246,58.083,47.1,25.795,38.708,40.222,59.705,46.706,58.052,48.069
200,36.725,56.938,67.3,48.156,98.429,90.404,41.683,51.273,45.118,36.135,67.667,60.653,52.703,49.49,34.369,48.354,72.609,32.049,34,53.865,49.213,60.819,51.3,33.727,34.271,37.778,50.295,50.603,53.052,52.319
201,30.4,62.763,65.7,36.938,89.19,85.942,42.367,53.864,44.647,31.18,66.615,52.253,61.892,42.961,34.119,54.104,78.359,40.39,34.676,52.115,56.115,52.333,44.188,51.864,51.042,35.083,73.869,47.941,52.862,48.972
202,37.213,55.062,55.467,39.312,71.381,85.712,36.967,56.818,49.5,32.618,65.156,56.24,57.135,44.137,34.881,46.479,82.953,34.171,38.941,52.538,58.984,57.014,39.675,62.75,46.104,32.139,67.033,46.25,55.19,47.375
203,35.763,56.612,65.7,42.484,77.476,77.096,35.667,53.818,51.853,34.034,57.948,55.413,60.622,52.176,31.238,40.917,78.219,40.902,32.941,51.077,46.525,55.806,40.013,52.909,43.333,36.722,62.115,48.794,60.621,47.056
204,31.938,51.85,54.1,39.891,70.762,77.365,45.75,60.955,51.235,35.73,82.167,54.107,57.676,45.706,39.988,45.896,84.219,37.073,31.471,49.231,56.967,55.806,38.475,37.432,55.667,35.889,60.098,46.735,52.431,50.569
205,33.963,57.438,59.783,47.719,70.19,94.942,56.25,53.591,50.529,41.258,106.458,51.36,57.432,48.49,46.881,38.896,69.5,32.561,35.294,51.288,51.41,57.861,40.075,31.955,61.021,34.556,64.279,43.559,58.724,51.236
206,37.463,49.05,60.833,39.016,67.286,92.288,92.933,57.386,53.235,60.933,104.667,56.733,56.541,49.196,47.345,45.167,60.375,34.146,34.059,48.846,54.049,55.125,44.562,35.636,57.688,39.778,70.607,43.735,57.793,47.389
207,34.463,52.075,59.133,44.375,57.667,83.058,75.75,49.591,61.559,66.247,99.719,57.773,63.811,53.863,48.155,50,48.688,34.573,30.059,47.654,57.787,53.25,50.037,37.705,40.021,38.278,65.213,49.221,59.069,47.833
208,34.013,49.1,54.4,43.656,63.286,88.288,72.733,48.682,68.676,60.708,80.552,55.373,59.541,43.647,45.667,73.792,52,33.915,32,53.115,55.639,54.861,45.362,29.068,47.542,35.056,62.639,43.676,55.776,50.375
209,35.875,43.138,58.9,79.125,55.19,87.212,55.567,56.523,66.235,56.764,78.802,51.613,55.811,52.608,40.19,80.208,43.594,36.061,36.029,45.673,56.705,56.486,40.287,23.114,42.5,35.389,57.787,41.985,49.103,49.292
210,33.575,43.838,58.283,84.406,59.143,87.731,54.083,60.205,61.882,50.416,68.01,54.933,64.081,47.314,40.548,75,48.109,41.671,40.706,52.058,61.869,54.403,42.925,29.705,44.271,40.944,53.459,42.265,59.086,48.097
211,37.662,46.8,58.317,78.359,58.381,80.115,50.7,53.727,51.029,46.112,72.615,58.48,60.243,47.176,35.81,65.542,40.797,36.902,27.529,48.308,57.23,53.153,40.338,30.045,39.333,41.444,61.148,42.515,54.103,44.194
212,35.2,43.225,60.217,66.812,48.905,84.231,47.183,53.341,58.941,37.831,63.979,52.587,60.243,42.235,39.964,55.25,40.312,32.244,37.971,55.404,58.639,54.625,66.475,31.25,40.521,39.528,49.508,53.206,51.379,47.208
213,33.112,45.125,61.017,54.953,52.571,78.538,41.967,55.932,53.118,38.91,68.417,58.773,59.324,43.216,37.845,58.583,36.156,31.841,36.971,48.827,55.508,57.208,79.35,33.545,44.667,31.833,57.016,50.838,54.034,46.056
214,35.85,38.25,62.85,56.969,52.381,81.481,39.733,56.523,65.471,34.135,65.854,56.373,50.568,47.863,36.833,50.083,41.469,32.671,25.324,53.865,60.639,55.972,74.725,30.614,34.688,34.389,57.721,49.176,63.276,52.833
215,35.325,69.15,55.2,45.281,62.095,80.019,41.417,56,48.971,32.124,61.875,55.547,49.703,44.49,37.393,56.271,42.281,33.683,40.235,58.442,53.525,50.319,64.6,35.045,39.833,34.111,56.295,43.603,44.948,47.944
216,35.175,75.863,59.033,42.766,51.333,85.577,41.533,59.705,66.147,37.663,63.635,58.64,57.595,47.176,31.286,47.625,41.344,37.341,31.824,49.865,64,58.347,55.888,33.523,44.875,39.75,57.951,45.279,56.328,51.569
217,35.3,72.537,63.517,46.547,57.333,74.019,47.35,56.068,59.824,41.674,67.812,59.467,57,47.784,35.155,46.75,42.781,32.085,36.294,54.808,53.148,56.306,59.362,33.682,43.208,33.944,59.574,48.088,55.017,47.028
218,33.775,66.775,52.45,48.016,49.476,73.904,38.617,50.864,55.971,35.697,57.625,59.067,55.297,52.431,35.333,48.167,42.734,33.354,35.853,55.192,48.918,59.611,52.325,26.795,39.396,29.917,51.705,49.559,58.086,47.194
219,35.463,55.312,63.333,53.875,58.905,87.481,47.267,52.295,49.971,35.708,63.802,57.347,55.405,45.824,38,49.646,43.016,33.402,34.059,62.827,58.328,58.472,49.138,45.25,48.104,38.139,51.721,51.397,58.776,53.556
220,38.938,51.812,71.683,44.016,58.714,77.462,47.117,56.432,49.176,39.708,60.135,56.453,57.486,48.863,32.821,42.729,43.469,33.305,34.235,61.423,64.23,62.833,42.338,54.477,42.146,34.417,63.869,48.632,58.621,51.111
221,30.587,44.75,63.883,41.734,45,79.942,40.6,54.432,55.206,35.517,72.75,59.547,60.189,54.255,38.25,51.208,39.688,41.244,33.647,69.365,56.295,59.444,53.112,50.25,41.375,32.944,54.918,47.5,57.121,49.847
222,41.85,40.812,55.883,43.312,55.143,82.769,38.05,45.818,56.882,40.854,68.708,49.347,56.514,44.137,39.464,46.958,41.562,36.659,32.294,51.731,57.852,57.167,46.15,49.818,37.562,38.194,50.23,45.574,51.534,42.764
223,37.638,41.463,61.283,37.719,59.714,84.615,36.167,52.477,47.618,46.843,63.625,51.44,57.73,51.137,43.643,46.208,41.297,32.793,32.265,51.769,59.426,66.194,48.013,41.432,38.833,37.778,61.361,42.529,57.207,47.792
224,35.35,45.375,45.033,50.359,52.571,83.423,45.233,53.477,51.441,39.382,65.938,56.88,60.351,46.608,50.024,41.521,38.438,37.244,31.941,50.038,55.328,59.639,47.463,38.091,69.958,34.389,64.82,47.162,56.379,48.986
225,34.588,65.275,59.417,45.609,105.429,76.635,41.233,54.295,54.441,38.034,55.427,55.067,62.189,48.176,67.179,52.042,40.594,32.329,40,48.577,59.344,58.194,51.912,33.477,53.792,35.361,70.131,45.544,60.879,45.042
226,32.162,82.3,64.817,46.594,111.524,70.923,51.467,56.841,47.5,40.326,67.958,55.72,54.568,45.333,67.095,46.979,40.5,35.134,39.382,45.154,72.148,56.778,49.662,31.159,44.542,36.583,65.508,43.426,57.655,42.125
227,39.888,73.525,57.95,42.844,99.333,71.346,41.967,47.568,57.235,37.416,64.021,54.787,52.865,43.706,56.524,44.75,40.734,36.72,35.382,52.481,72.262,60.681,42.537,30.318,48.729,31.778,66.246,42.897,60.224,43.181
