"Frame","ROI0","ROI1","ROI2","ROI3","ROI4","ROI5","ROI6","ROI7","ROI8","ROI9","ROI10","ROI11","ROI12","ROI13","ROI14","ROI15","ROI16","ROI17","ROI18","ROI19","ROI20","ROI21","ROI22","ROI23","ROI24","ROI25","ROI26","ROI27","ROI28","ROI29"
113,31.708,46.62,36.571,58.42,41.4,75.125,43.272,39.912,56.182,44.952,54.037,55.38,43.652,35.955,57.38,27.938,65.875,47.062,57.533,86.881,39.361,59.736,73.524,62,79.534,28.375,47.466,56.278,38.024,41.693
114,34.917,41.684,45.071,56.589,53.662,60.636,40.61,43.487,55.295,48.917,46.204,54.587,47.725,35.227,57.684,24.385,86.917,95.542,62.279,91.643,38.653,58.347,69.968,62.141,83.638,35.838,49.052,57.861,30.835,42.795
115,31.986,50.063,50.929,51.295,68.2,70.511,41.059,42.175,56.523,41.869,48.37,53.88,48.145,40.898,59.101,27.729,81.229,107.188,60.959,101.964,44.028,63.139,73.27,70.156,80.328,31.25,56.362,58.278,36.6,38.807
116,34.681,43.354,49.881,57.911,54.225,71.091,39.926,45.987,52.955,47.988,47.407,50.946,48.942,36.227,57.987,27.729,81.062,93.792,62.672,91.167,42.347,53.028,67.04,62.375,71.741,32.237,46.121,67,36.894,41.136
117,32.292,47.392,48.952,55.348,52.225,71.159,46.353,46.112,62.205,43.893,46.667,48.913,49.826,37.807,53.165,28.688,76.167,89.688,60.508,95,38.778,57.736,68.048,60.359,75.862,33.237,43.914,49.611,34.824,43.864
118,28.361,53.063,43.881,62.634,48.562,68.5,38.125,44.85,58.591,44.929,49.259,56.391,48.957,37.852,53.038,26.99,77.896,88.979,55.238,89.357,39.944,60.25,59.159,60.938,79.621,33.175,47.19,59.917,37.059,42.739
119,36.319,41.873,45.69,57.196,48.787,65.205,39.787,42.263,61.182,50.548,51.778,46.13,43.986,41.42,60.203,24.938,74.833,78.188,58.189,104.095,42.958,58.208,67.667,54.688,77.034,39.263,43.19,59.778,31.588,40.102
120,35.986,46.506,58.357,53.812,52.125,67.636,39.397,43.888,55.432,51.631,52.037,51.946,46.899,44.375,60.608,24.521,64.625,74.75,60.434,96.583,43.694,59.889,67.77,58.875,75.345,37.188,44.603,64.972,32.412,38.841
121,63.167,47.873,54.714,57.42,55.662,71.182,44.279,41.525,54.614,48.786,53.648,44.152,44.942,56.523,59.241,30.417,70.542,59.271,57.607,100.738,40.806,58.917,65.54,54.5,84.707,40.688,37.948,56.222,36.729,47.125
122,58.181,45.848,53.048,64.946,70.262,73.932,44.61,45.638,56.659,43.19,51.315,52.446,41.043,49.784,50.544,29.51,63.125,56.604,58.402,95.774,41.611,53.986,65.413,53.188,78.776,37.075,41.483,63.639,38.365,40.193
123,49.833,49.101,49.714,61.17,62.088,70.682,41.816,47,55.864,47.81,53.815,50.783,46.261,49.625,55.013,28.771,66.729,65.792,63.582,87.321,42.75,54.542,68.563,51.969,74.724,32.562,49.138,52.222,34.988,39.932
124,46.389,49.557,46.095,56.393,57.963,69.443,42.779,45.6,49.864,45.81,43.944,52.728,48.696,36.193,55.519,25.406,71.104,51.042,59.967,93.5,39.333,51.889,75.714,61.219,70.207,33.075,44.172,52.139,35.365,45.034
125,38.625,40.835,48.524,58.277,57.037,76.193,44.765,43.162,59.023,49,41.148,50.413,52.638,41.205,56.823,28.438,64.479,54.188,63.967,90.988,49.778,55.361,75.325,70.906,79.466,30.25,52.31,63.889,36.176,68.136
126,41.833,42.646,48.238,60.571,47.862,64.432,43.132,42.662,50.841,52.524,52.574,46.87,63.696,35.602,52.114,28.854,67.938,53.562,66.516,97.476,43.361,56.931,70.873,55.547,73.603,28.375,49.845,57.694,36.718,66.341
127,35.5,42.165,47.286,64.054,47.4,68.557,43.743,43.025,62.727,47.512,47.426,49.315,60.319,36.273,52.886,30.198,65.771,45.354,64.172,96.905,44.806,54.75,65.516,58.641,70.517,34.763,52.138,51.778,34.847,63.159
128,37.708,48.519,39.452,52.5,51.325,71.398,36.588,46.112,49.455,51.643,48.056,50.989,54.638,38.239,53.734,29.927,57.833,49.208,62.893,94.083,45.139,60.583,63.317,60.453,74.293,31.538,53.103,58.5,31.576,67.136
129,37.75,45.684,49.095,54.429,44.2,69.909,44.191,46.062,51.455,45.238,55.611,52.717,57.986,35.636,54.152,28.354,63.333,49.771,62.795,91.5,47.139,57.444,92.111,52.5,74.483,34.225,53.103,55.694,34.871,55.318
130,52.806,43.759,43.262,60.652,43.175,66.955,41.824,44.537,56.636,44.964,55.963,51.663,52.319,42.17,52.316,27.406,76.562,46.5,56.984,95.524,38.111,61.222,97.079,57.75,70.741,36.088,48.483,50.944,34.659,52.966
131,53.389,48.797,44.595,54.536,44.562,62.625,38.993,43.737,56.159,52.452,53.741,53.457,47.217,37.08,52.165,28.708,91.167,89.354,67.533,93.512,37.736,57.097,103.603,58.641,78.638,34.513,43.966,53.861,35.294,48.261
132,53.694,52.81,43.262,59.598,49.737,72.125,40.449,41,60.636,49.833,52.019,53.098,49.42,39.057,52.443,26.062,82.958,107.125,57.139,89.583,39.264,58,92.976,54.094,76.293,30.075,61.293,48.694,39.729,41.205
133,44.25,49.392,36.31,58.473,40.812,64.375,40.684,41.013,46.091,49.155,53.074,58.924,50.043,35.795,56.203,25.833,77.417,82.375,63.738,88.917,42.694,57.778,86.595,58.031,83.052,33.875,48.31,58.75,35.635,38.648
134,41.681,56.291,48.881,56.25,43.138,70.818,44.566,40.7,52.205,47.131,46.667,49.707,44.478,35.307,54.886,27.01,63.25,77.792,56.18,100.619,37.944,59.653,83.468,59.391,81.81,31.087,47.086,56.667,37.235,54.67
135,38.556,45.532,40.905,54.259,47.45,66.034,40.074,43.438,56.773,46.762,47.074,51.837,43.348,34.955,49.506,28.938,68.333,66.333,62.508,93.214,38.903,55.833,81.603,66.797,70.724,31.8,43.724,53.472,27.906,61.011
136,35.097,38.899,42.762,60.464,42.562,67.125,42.64,44.237,65.932,42.179,44.556,52.446,43.652,58.693,53.38,26.208,75.208,59.042,57.754,90.976,43.25,56.375,74.119,60.047,75.914,27.275,58.397,44.444,31.988,70.489
137,40.028,40.911,50.929,61.991,41.05,69.625,35.485,45.65,57.932,44.345,38.833,60.304,44.681,64.875,52.81,28.521,72.021,59.542,55.795,84.952,42.278,56.583,72.04,68.078,76.759,32.725,51.948,57.333,35.376,66.716
138,61.542,48.253,64.81,59.062,58.85,66.807,41.441,43.138,62.636,47.25,38.019,65.12,52.29,63.943,58.684,26.365,67.854,56.458,60.18,92.393,39.361,65.264,75.738,64.062,72.155,27.862,47.5,54.389,32.765,53.33
139,40.653,44.468,63.405,59.098,64.338,70.114,42.654,43.025,50.864,43.524,54.037,60.783,47.841,53,57.772,27.417,76.583,58.458,56.098,92.464,40.611,61.389,71.659,65.75,74.103,32.925,41.017,51.806,30.153,52.432
140,45.778,45.684,54.952,57.92,58.15,70.636,39.412,39.463,44.432,48.179,56.204,55.848,49.609,48.034,56.861,28.042,66.958,45.75,60.844,92.417,40.278,55,72.976,64.016,77.897,32.7,49.948,58.306,37.671,44.557
141,37.847,40.494,49.976,63.741,58.1,65.409,44.316,39.987,50.682,50.333,54.426,52.435,45.072,37.625,47.696,26.917,65.812,47.146,54.32,84.202,43.444,50.125,70.825,61.094,70.103,35.513,49.69,47.667,32.318,44.659
142,37.486,39.772,50.595,61.562,65.238,71.875,43.029,47.588,49.182,44.381,55.407,56.413,48.594,32.875,56.215,31.125,69.771,46.042,61.533,95.786,47.194,62.639,74.786,58.625,77.5,36.312,58.793,51.25,34.106,43.409
143,36.681,41.038,48.738,57.393,63.35,69.091,41.574,42.713,48.386,55.702,47.593,56.717,48.565,37.977,57.456,26.76,66.542,52.167,61.213,90.69,38.986,60.458,76.143,62.438,73.397,32.938,51.052,57.139,33.024,38.693
144,36.5,47.962,49.548,59.598,61.85,71.136,39.272,40.638,42.682,48.333,58.426,52.152,59.42,36.864,59.949,32.156,65.958,53.562,54.525,93.036,47.056,60.792,72.841,64.188,71.138,34.575,51.155,46.167,31.165,43.534
145,36.181,45.38,47.31,58.929,58.062,72.443,42.853,37.513,45.727,45.702,50.87,51.63,65.768,39.636,56.911,29.062,72.104,55.792,55.041,92.321,44.667,61.736,70.667,61.234,77.517,38.4,52.328,48.944,34.306,44.716
146,38.986,43.392,44.714,59.92,61.175,72.932,39.544,42.825,54.045,50.357,49.759,56.457,60.957,39.091,58.278,27.281,74.354,75.646,56.697,90.548,42.194,62.194,68.825,63.781,77,38.825,54.172,45.306,37.365,41.784
147,31.264,47.101,48.452,53.795,49.737,78.08,39.596,43.1,52.295,47.012,52.537,58.207,61.304,34.386,56.962,27.396,82.042,79.917,65.541,84.536,36.917,67.792,73.46,60.203,77.586,36.675,49.655,56.056,37.376,41.42
148,33.306,44.911,36.833,59.438,39.438,68.352,40.176,37.537,50.841,50.786,55.093,50.315,61.884,39.591,50.709,28.74,72.562,74.688,58.287,93.786,43.014,62.625,67.357,74.016,78.431,31.938,52.914,54.528,36.2,49.432
149,30.097,41.582,45.381,62.25,51.325,69.318,41.699,43.75,57.341,47.952,56.833,52.989,59.319,34.75,56.443,25.948,68.771,64.167,59.754,83.143,42.583,60.653,68.714,67.109,74.138,32.338,51.914,57.083,33.329,66.716
150,29.111,47.165,43.714,63.482,44.9,64.807,42.272,42.6,46.886,42.667,45.315,52.62,62.188,38.25,49.405,26.01,67.125,64.917,59.115,89.988,43.236,56.486,66.365,61.359,78.966,27.8,56,53.306,31.588,71.693
151,34.889,48.481,52.548,59.259,42.1,69.08,42.765,43.612,52.773,47.202,58.63,53.391,59.928,37.114,52.076,26.656,65.083,63.104,59.082,102.345,41.917,58.236,64.619,61.625,75.724,30.737,48.931,40.778,29.918,69.125
152,31.292,47.835,44.167,58.107,47.2,73.341,43.493,43.037,45.273,47.024,41.222,57.337,63.377,38.034,56.975,25.542,70.646,56.458,59.975,103.702,42.125,57.333,69.548,60.297,66.897,31.725,47.81,46.5,36.294,62.534
153,33.222,41.987,55.071,55.009,54.463,65.295,42.757,44.088,56.023,50.19,49.481,47.87,53.362,40.807,58.456,28.5,54.854,50.042,57.574,93.226,41.292,62.75,72.103,72.062,63.276,34.725,44.259,60.778,37.4,50.466
154,32.125,43.734,44.881,63.625,54.175,75.17,40.088,48.338,52.75,47.321,47,55.098,55.841,36.83,54.051,29.042,59.625,49.083,59.861,94.952,47.25,56.903,65.754,60.578,71.638,29.55,47.259,51.917,34.153,43.284
155,33.361,43.316,42.048,62.116,55.25,69.705,45.037,41.987,53.159,47.702,46.167,48.793,48.406,38.761,59.646,26.292,66.625,52.042,60.484,89.048,38.319,58.583,65.952,66.703,70.466,31.138,47.603,54.417,36.659,46.58
156,65.514,45.392,43.286,56.366,50.2,76.557,41.882,46.225,52.659,46.952,41.111,52.533,51.377,37.409,55.139,29.396,67.438,53.125,59.541,94.214,46.069,60.431,66.984,65.625,68.621,31.9,55.224,50,35.224,57.557
157,53.236,46.101,39.071,60.643,47.263,68.852,43.044,35.838,55.818,48.536,47.185,54.467,51.783,48.523,56.975,31.208,70.229,53.625,58.189,96.345,44.875,62.653,65.492,67.516,86.483,33.425,50.172,51.444,38.518,68.568
158,45.056,39.684,43.952,60.875,40.638,68.5,43.544,50.263,42.091,46.048,48.556,45.272,49.29,61.875,52.886,26.229,93.354,91.333,65.623,86.036,43.25,59.444,68.563,58.641,77.034,40.388,44.293,55.111,37.082,60.841
159,42.153,36.873,49.19,63.545,47.9,73,41.743,47.237,49.864,39.417,48.593,53.793,46.464,69.227,56.114,28.875,79.417,81.146,59.754,89.917,46.222,58.153,71.563,65.078,75.086,35.85,51.31,58.333,35.412,59
160,36.514,46.785,43.762,57.75,43.263,76.114,46.743,43.862,50.045,41.083,53.981,53.283,45.043,62.102,52.709,27.635,74.208,68.667,54.254,97.619,42.792,53.722,69.183,57.797,70.069,32.7,43.638,53.75,33.341,52.58
161,42.097,38.468,41.333,55.786,45.188,71.045,42.037,45.925,46.523,47.405,48.444,53.207,45.565,58.045,57.684,27.021,64.042,74.833,60.656,82.107,37.25,50.25,78.46,66.406,68.328,29.212,46.793,62.389,29.353,49.091
162,39.042,36.709,35.429,59.509,48.162,72.205,40.551,42.088,58.432,42.869,48.519,53.163,51.043,46.875,55.152,28.167,66.667,62.479,56.836,88.869,40.292,58.403,96.071,63.797,80.172,33.2,46.897,52.028,33.141,48.193
163,39.514,44.835,39.762,65.893,66.625,70.295,39.471,44.513,54.659,44.988,47.778,53.293,51.159,43.057,53.873,31.094,68.958,55.479,59.992,85.488,41.5,56.097,95.929,66.734,77.138,32.075,46.155,54.917,34.647,43.159
164,39.069,38.392,47.667,60.482,54.6,67.795,41.346,44.287,59.273,48.012,55.574,49.272,45.667,33.818,58.797,27.5,67.104,51.229,51.918,90.929,34.958,56.819,88.548,57.172,79.431,30.6,40.103,57.833,33.129,43.227
165,34.389,34.671,43.857,61.384,53.987,70.398,40.632,46.175,44.909,40.81,40.852,53.783,43.29,38.386,59.165,26.99,63.333,54.271,57.295,103.869,38.167,54.653,88.825,61.766,68.276,31.8,45.897,55.833,35.482,38.5
166,37.5,38.987,47.667,59.062,52.975,70.5,39.831,48.412,53.818,42.202,43.926,50.174,51.652,37.148,60.861,24.271,74.333,53.312,55.984,91.69,42.931,55.736,85.675,66.219,72.759,34.812,38.638,50.333,39.118,56.898
167,33.319,45.418,37.571,57.982,47.388,74.636,43.206,44.537,53.591,43.333,45.685,46.283,47.58,34.83,55.57,24.635,69.25,45.062,59.992,88.571,43.236,59.208,88.627,61.078,76.172,42.325,45.862,53.472,41.388,68.375
168,30.944,46,40.881,56.554,50.688,69.875,40.529,40.025,51.091,50.976,53.426,51.924,42.696,35.727,57.848,27.25,68.042,58.729,62.238,97.845,46.056,56.542,85.452,67.141,67,35.425,49.5,53.611,31.906,58.591
169,31.958,43.595,57.857,55.205,48.088,80.42,40.86,42.287,54.364,44.798,54.37,54.054,62.406,35.216,52.975,25.99,66.188,46.542,59.5,95.226,43.306,63.458,83.246,64.25,77.845,30.913,38.655,57.611,33.035,54.83
170,24.194,41.367,70.667,61.67,64,73.67,40.897,46.162,49.545,45,48.722,47.793,64.435,34.75,57.367,33.979,60.729,43.167,60.992,98.5,44.583,56.847,69.087,61.344,78.172,32.513,40.052,54.639,32.447,48.182
171,28.736,46.57,59.786,64.25,66.912,76.705,43.934,43.763,51.909,49.274,47.333,59.402,69.391,38.284,56.101,49.677,67.146,57.958,60.689,100.917,44.528,58.472,73.651,66.547,77.19,33.35,38.983,50.556,40.529,43.523
172,36.167,39.924,55.571,61.661,60.875,75.205,43.721,54.412,46.818,47.607,43.093,47.609,63.681,35.534,60.759,46.156,82.5,99.104,62.115,95.357,43.986,57.528,70.27,58.391,71.207,33.5,35.517,50.806,33.988,40.67
173,33,41.203,49.119,55.812,53.888,71.205,44.14,44.412,56.727,47.75,40.944,48.989,66.594,32.818,58.19,52.115,86.271,87.292,62.877,102.524,43.736,56.153,64.857,58.016,76.138,33.25,43.086,56.194,40.424,48.614
174,34.194,45.899,42.238,57.018,60.65,61.568,45.809,42.45,62.068,44.274,47.722,50.435,60.928,44.489,55.975,44.458,69.208,82.896,59.918,95.583,39.444,58.097,69.175,54.828,82.552,32.463,41.793,49.944,36.376,40.716
175,33.403,39.405,50,58.295,68.65,70.523,36.419,38.588,46.386,45.19,48.074,47.793,59.333,39.489,58.797,56.031,76.417,70.458,56.885,90.012,41.125,60.861,71.143,60.141,71.534,29.775,44.103,54.111,38.094,37.273
176,51.889,42.532,46.905,61.223,62,67.318,45.596,42.013,50.25,48.262,54.444,54.25,61.449,40.739,53.405,47.948,71.812,68.812,58.582,101.738,46.333,58.042,65.944,55.578,75.293,29.25,53.034,49.528,31.141,44.864
177,61.375,39.861,41.905,59.473,59.612,67.523,41.11,45.263,61.205,47.75,56.722,60.185,66.246,39.261,65.304,41.677,63.688,67.708,54.754,100.131,42.653,60.056,65.016,65.797,80.155,34.575,48.724,44.5,33.259,37.58
178,48.444,40.544,48.19,66.214,53.025,74.932,41.14,39.7,50.886,43.083,46.574,55.598,63.594,34.943,52.253,28.167,73.917,51.792,61.18,95.881,47.639,54.778,64.238,63.969,88.483,30.05,52.845,50.806,32.447,40.125
179,44.75,38.228,48,70.938,65.037,72.875,44.022,40.287,51.932,50.286,48.648,56.728,59.754,35.682,57.924,31.75,65.958,53.042,53.689,90.31,48.028,55.542,65.944,63.766,79.466,29.913,49.638,57.556,31.788,41.909
180,44.736,41.127,48.214,70.938,60.013,69.261,40.838,47.225,49.386,52.417,45.056,50.391,52.116,36.682,57.291,30.583,70.25,49.771,55.697,96.512,43.764,55.792,72.214,60.391,68.914,31.95,52.879,55.944,39.588,56.909
181,37.181,44.734,50.262,62.304,51.075,69.795,40.037,47.675,47.341,47.786,43.148,49.989,51.188,35.42,56.873,29.646,62.979,49.292,60.77,99.5,47.125,54.625,67.889,61.062,70.793,33.838,46.655,54.722,33.471,65.114
182,37.556,52.38,43.476,64.339,58.287,63.33,41.588,39.388,53.727,43.595,44.204,52.326,55.913,33.875,55.494,32.354,57.354,46.354,62.262,107.369,44.778,59.958,73.683,56.922,64.517,28.4,49.069,41.083,35.318,59.136
183,32,46.266,57.762,69.25,53.45,67.398,38.985,43.7,51.159,47.429,49.111,53.804,50.58,38.375,60.734,26.75,53.188,42.917,62.672,97.643,49.736,55.694,65.786,54.094,71,30.05,47.017,60.5,28.965,57.534
184,31.736,56.405,56.571,62.616,53.425,72.955,42.574,39.662,61.545,50.488,58.037,51.978,57.435,39.989,57.937,29.302,57.542,50.729,59.32,94.274,45.819,64.181,70.865,57.969,85.379,31.05,44.483,48.972,35.294,48.841
185,30.889,42.671,66.738,58.107,67.412,68.523,40.088,41.6,59.432,44.429,43.167,53.043,55.261,36.182,56.152,26.219,63.229,47,59.246,98.738,54.097,52.597,69.976,56.062,66.293,29.112,50.155,49.361,40.329,46.182
186,34.514,43.304,49.976,64.312,61.95,68.307,43.044,37.325,49.864,46.643,54.722,55.652,66.174,38.034,58.848,28.146,58.542,48.333,56.73,97.119,50.861,55.708,66.714,60.719,71.328,34.575,46.638,60.417,34.506,41.58
187,59.389,43.975,45.571,61.554,60.05,67.114,42.618,45.65,54.091,48.262,52.185,52.348,62.971,37.057,53.038,27.177,71.979,48.812,60.516,95.571,43.861,51.042,69.46,53.984,82.103,34.05,47.621,47.861,30.294,43.125
188,63.444,40.785,48.476,60.991,59.537,68.545,43.64,47.412,48.864,50.024,44.741,53.239,63.783,41.17,59.241,30.448,65.083,43.354,61.852,88.94,46.486,62.194,65.571,58.75,63.741,29.212,43.448,51.111,29.129,39.943
189,58.528,44.81,47.476,61.768,53.75,70.614,44.993,46.013,57.182,44.214,49.556,50.228,55.812,57.08,51.316,32.521,61.188,52.062,53.656,98.56,37.736,55.917,66.262,53.359,65.31,33.162,42.655,55.583,35.647,40.818
190,54.542,43.342,51,62.857,45.05,67.67,43.037,46.2,53.545,44.262,49.944,46.435,58.826,70.977,56.975,31.292,63.542,48.562,59.197,92.893,43.139,57.903,85.349,55.516,65.724,33.525,50.103,50.083,32.953,67.273
191,48.875,44.684,37.643,66.33,46.312,70.034,43.213,37.537,49.182,44.929,50.056,53.054,52.783,58.591,58.19,28.115,60.792,51.604,59.402,89.881,43.5,57.653,95.825,62.375,71.034,33.05,52.034,49.111,38.871,64.591
192,45,41.152,39.095,59.616,40.838,68.932,41.074,43.45,56.25,46.107,39.667,47.707,50.739,54.955,56.772,31.292,73.458,41.417,63.197,94.048,43.736,61.528,85.817,53.562,68.569,30.725,41.793,57.417,36.271,67.352
193,41.028,45.139,37.31,65.277,47.925,72.739,40.529,42.013,54.205,48.714,45.463,49.37,52.362,50.909,50.911,31.396,66.438,43.208,64.5,98.512,41.292,54.958,84.381,55,68.086,37.438,49.121,46.556,33.459,64.159
194,34.403,42.051,40.571,60.768,45.188,67.716,46.022,43.95,54.432,47.702,44.63,52.25,43.449,38.284,49.253,28.698,70.729,49.021,67.475,93.56,41.153,57.597,81.389,50.406,72.345,32.425,48.603,54.389,36.424,58.08
195,27.806,44.734,41.81,57.527,57.925,64,41.125,44.725,58.432,44.976,45.519,49.837,49.449,34.489,60.165,29.146,79.083,82.375,70.631,94.369,47.528,56.486,77.183,57.375,74.466,33.55,51.31,51.75,31.824,58.523
196,28.264,46.722,49.381,61.205,49.812,67.67,41.096,39.812,52.295,43.774,44.759,52.467,42.362,40.705,51.532,25.844,63.646,72.979,67.156,93.119,44.444,52.167,83.341,60.922,68.828,31.275,45.983,52.333,36.941,45.545
197,32.903,41.114,42.714,64.589,55.987,64.295,44.522,48.662,52.659,45.571,44.741,45.576,48.145,39.602,54.949,25.583,67.667,60.271,63.549,96.155,48.931,62.639,74.452,56.906,74.448,32.125,47.448,42.972,32.706,45.739
198,33.986,44.62,39.762,56.473,49.162,66.455,39.132,42.763,54.75,46.583,53.685,51.554,49.072,34.818,59.101,28.24,78.417,68.375,62.811,97.512,46.667,52.236,68.587,55.484,70.707,29.788,40.81,59.167,31.4,38.511
199,36.944,42.823,43.881,58.911,43.838,71.841,40.875,39.713,52.568,47.083,46.352,49.239,48.739,39.352,51.215,29.469,61.792,58.938,58.27,83.524,37.556,51.389,69.722,63.094,81.948,34.088,44.293,54.806,29.541,41.261
200,36.097,37.595,38.81,61.08,50.162,68.42,44.809,44.15,55.091,47.667,52.037,49.728,48.638,35.375,49.481,28.833,76.062,56.604,57.148,97.31,42.806,62.014,64.841,66.922,78.534,36.925,45.69,53.222,29.835,45.205
201,35.583,39.215,39.952,66.545,44.4,67.909,42.471,41.412,54.864,49.75,43.056,55.685,44.188,36.273,52.57,29.646,64.854,47.271,59,94.548,42.125,58.986,69.159,66.203,71.362,29.962,45.931,53.806,36.094,35.83
202,30.611,53.759,41.5,64.125,43.625,69.773,38.426,44.438,62.886,51.952,47.889,48.587,46.464,36.705,56.291,25.604,68.042,50.083,59.869,100.845,42.125,61.611,67.659,68.641,65.931,31.388,41.845,52.278,37.365,51.898
203,30.083,43.152,44.095,54.777,38.825,65.352,45.228,45.287,52.205,49.679,42.926,53.989,51.116,39.045,53.987,24.865,72.083,47.75,66.156,85.167,46.069,54.792,61.532,68.844,71.569,31.5,39.466,48.75,32.824,56.795
204,33.181,41.228,44.929,57,46.713,65.693,41.015,39.838,51.705,46.024,50.778,59.391,46.609,37.148,57.076,28.792,68.958,49.292,57.361,88.774,36.167,56.903,67.69,64,62.741,29.925,43.966,52.972,31.976,59.602
205,36.25,42.443,38.786,55.393,44.625,72.545,46.485,43.8,52.432,42.667,46.463,55.989,43.116,32.909,53.481,30.76,68.021,48.625,55.197,83.071,38.958,56.722,73.452,62.219,80.19,29.737,44.724,51.917,33.682,51.875
206,50.444,42.949,47.548,61.402,42.625,75.023,48.382,38.812,56.386,50.452,46.537,46.804,45.333,39.966,59.025,26.344,64.167,54.042,60.959,96.321,43.306,55.222,66.222,63.641,71.845,29.062,44.052,44.25,32.882,54.705
207,61.278,38.873,49.476,56.589,39.487,65.443,45.294,44.013,48.477,47.571,42.315,48.065,43.174,60.614,55.582,27.031,59.979,53.271,54.77,97.048,37.361,48.667,65.278,54.562,67.621,32.5,37,54.306,36.706,47.602
208,55.903,41.506,50.643,54.134,40.963,68.466,41.485,44.638,57.795,46.512,46.407,50.63,44.696,60.625,48.937,23.677,63.896,39.354,53.082,91.929,40.194,57.597,68.802,60,80.741,31.763,42.414,44.444,25.435,42.955
209,48.778,46.709,63.357,59.554,48,67.432,42.368,45.287,65.341,46.905,38.259,60.522,43.971,63.705,48.076,29.26,62.708,45.646,58.533,95,41.431,47.625,71.738,61.125,72.931,32.588,39.552,50.944,34.953,43.58
210,46.181,44.468,60.31,60.964,61.438,69.205,39.309,43.438,51.795,50.726,45.278,57.141,46.13,53.83,55.608,30.562,65.854,42.979,59.189,99.06,40.319,61.5,63.476,60.703,74.828,27.025,49.345,46.889,37.224,39.67
211,39.778,47.937,54.929,56.911,51.987,73.011,40.066,45.162,58.886,44.81,40.074,63.022,54.971,45.216,58.506,29.562,67.562,44.188,61.566,86.81,40.625,58.444,67.254,56.453,69.759,32.725,55.724,48.694,33.565,41.557
212,33.264,45,53.167,60.045,51.175,76.773,40.154,41.162,49.159,49.821,43.037,61.902,61.928,40.773,57.051,23.531,65.917,46.292,53.713,99.56,37.861,57.236,66.532,63.656,64.103,29.475,56.603,46.306,34.447,39.409
213,40.722,46.873,48.071,61.857,49.25,72.58,42.574,43.5,55.523,43.202,38.574,56.826,62.261,39.023,58.051,30.115,81.229,79.021,62.287,87.929,39.194,61.694,64.452,50.125,67,35.612,58.414,57.25,31.212,45.182
214,38.125,47.43,49.452,59.518,50.188,65.625,39.676,49.275,47.636,51.333,44.5,53.13,57.812,36.034,56.646,27.708,76.208,90.208,54.59,87.976,44.653,54.75,62.921,55.812,71.328,32.237,48,55.111,35.976,38.273
215,32.417,51.342,39.595,63.955,48.188,72.17,41.463,48.338,46.409,40.464,50.389,47,60.348,35.727,55.139,25.573,66.875,72.5,63.959,93.69,45.375,56.083,60.484,60.438,78.724,34.138,47.259,49.722,32.176,40.773
216,30.917,43.089,49.881,55.58,59.85,70.102,43.301,42.737,47.023,46.976,47.852,49.783,60.884,33.886,49.544,26.458,67.917,72.188,55.221,89.119,35.903,54.347,72.286,57.812,73.655,33.062,43.19,48.694,37.047,37.727
217,34.458,44.481,39.19,65.312,56.95,76.193,40.794,42.688,50.386,48.964,49.796,52.739,53.71,39.716,56.19,30.208,65.292,56.042,57.82,94.036,42.347,53.986,68.127,60.391,72.793,39.025,45.362,50.528,37.8,38.739
218,31.278,37.81,41.19,60.08,52.6,62.761,42.735,44.838,49.273,46.845,45.315,52.174,54.145,41.705,56.861,29.552,69.417,58.667,60.262,89.381,44.319,59.306,70.421,61.266,73.845,30.862,57.724,57.806,34.647,58.864
219,34.806,38.19,49.262,61.759,53.95,75.318,40.61,43.263,51.318,47.357,35.778,47.598,55.957,32.591,54.544,30.292,55.75,54.167,62.451,87.976,41.597,53.292,73.325,64.828,75.81,34.025,52.828,59.306,33.294,62.716
220,31.653,41.62,35.286,57.821,50.138,74.67,38.846,44.112,57.886,45.44,43.352,44.739,55.348,32.534,58.532,24.667,53.604,58.604,60.279,90.69,37.903,62.472,75.738,63,75.517,32.525,51.603,55.194,34.165,59.693
221,31.819,40.506,43.048,54.518,47.888,66.057,39.596,46.3,57.659,41.464,50.574,51.348,42.609,34.67,54.101,23.479,66.229,52.354,62.754,88.095,42.708,58.208,83.437,62.938,82.948,27.913,45.879,46.806,39.412,62.5
222,29.694,46.886,47.786,61.125,51.325,66.523,43.64,43.275,58.614,42.964,57.296,52.543,54.159,41.114,56.354,27.771,70.125,63.396,64.689,99.393,42.181,62.778,93.563,56.828,76.155,30.5,49.207,45.889,37.659,56.761
223,37.069,41.975,32.905,56.482,59.588,73.727,41,42.25,48.364,47.988,50.315,57.859,51.174,36.443,50.949,27.625,77.833,80.917,57.574,100.893,37.569,58.681,95.429,63.547,76.672,33.088,47.534,48.333,32.565,51.5
224,56.875,36.747,41.786,58.607,60.588,73.011,46.169,48.1,47.136,47.607,41.407,49.946,43.754,52.67,57.203,30.76,73.562,72.417,65.189,92.024,43.139,54.806,92.246,61.312,76.121,28.913,46.793,59.222,31.824,47.841
225,58.278,40.747,41.19,56.08,59.975,67.239,40.007,53.812,51.864,45.821,46.537,53.37,50.58,60.602,53.203,27.896,76.875,70.833,60.295,92.798,40.264,63.806,88.944,53.406,73.793,31.075,45.241,50.25,35.153,43
226,52.639,41.494,50,59.893,51.537,67.739,41.809,40.963,57.864,44.69,52.889,52.13,49.464,53.648,53.823,25.479,70.792,69.021,69.959,92.417,37.472,63.417,93.69,49.891,81.052,33.662,41.207,57.306,32.235,42.102
